Date, 13021 - Export of goods - Sao Paulo - US $ (thousand), 13022 - Import of goods - Sao Paulo - US $ (thousand), 13023 - Balance of trade balance - Sao Paulo - USD $ (thousand), 14026 - Balance of credit operations of the National Financial System - Sao Paulo - Individuals - R$ (million), 14053 - Balance of credit operations of the National Financial System - Sao Paulo - Legal entities - R$ (million), 14080 - Balance of credit operations of the National Financial System - Sao Paulo - Total - R$ (million), 15885 - Default rate of credit operations of the National Financial System - Sao Paulo - Individuals -%, 15917 - Default rate of credit operations of the National Financial System - Sao Paulo - Legal entities -%, 15949 - Default rate of credit operations of the National Financial System - Sao Paulo - Total -%, "CP.1-2Q ..... 46 popular house, 1 floor, balcony, living room, 2 bedrooms, circulation, bathroom and kitchen "," CP.1-2Q ..... 40 Popular house, 1 floor, s wing, 2 bedrooms, circulation, bathroom and kitchen "," CR.1-2Q ..... 62 Residential house, 1 floor, balcony, living room, 2 bedrooms, circulation, bathroom, kitchen, service area, bedroom and WC de maid "," CR.1-3Q .... 104 Residential house, 1 floor, balcony, living room, 3 bedrooms, circulation, bathroom, toilet, kitchen, service area, maid's room and toilet "," CR. 1-4Q .... 122 Residential house, 1 floor, balcony, living room, 4 bedrooms, circulation, 2 bathrooms, kitchen, laundry area, maid's room and toilet "," CP.1-1Q ..... 30 Popular house, 1 floor, living room, 1 bedroom, circulation, bathroom and kitchen "," CP.2-3Q ..... 56 Popular house, 2 floors, living room, 3 bedrooms, circulation, bathroom and kitchen "," CR.2-2Q ..... 81 Residential house, semi-detached, 2 floors, living room, 2 bedrooms, circulation, bathroom, kitchen, service area, maid's room and toilet "," Table 254 - Number of informants and Quantity stocked on the last day of the semester, by products, type of company property and type of activity of the establishment ", 4345 - Revenue from states and municipalities (Flows) - Collection of ICMS - Sao Paulo - u.m.c. (thousand), 4372 - Revenue from states and municipalities (Flows) - Transfers from the Union - Sao Paulo - u.m.c. (thousand), 7640 - Collection of ICMS (Flows) - Primary sector - Sao Paulo - u.m.c. (thousand), 7651 - Collection of ICMS (Flows) - Secondary sector - Sao Paulo - u.m.c. (thousand), 7662 - Collection of ICMS (Flows) - Tertiary sector - Sao Paulo - u.m.c. (thousand), 7673 - Collection of ICMS (Flows) - Energy - Sao Paulo - u.m.c. (thousand), 7684 - Collection of ICMS (Flows) - Petroleum - Sao Paulo - u.m.c. (thousand), 7695 - Collection of ICMS (Flows) - Other sources - Sao Paulo - u.m.c. (thousand), Infant Mortality, 3653 - General industry, 3653 - Extractive industries, 3653 - Transformation industries, 3653 - Food products manufacturing, 3653 - Beverages manufacturing, "20128 - Retail sales volume index - Pharmaceutical articles, medical, orthopedic, perfumery and cosmetics - Sao Paulo - Index "," 20129 - Retail sales volume index - Books, newspapers, magazines and stationery - Sao Paulo - Index "," 20130 - Retail sales volume index - Office, computer and communication equipment and supplies - Sao Paulo - Index ", 20131 - Retail sales volume index - Other articles for personal and domestic use - Sao Paulo - Index, 20132 - Retail sales volume index - Construction material - Sao Paulo - Index, 20133 - Retail sales volume index - Total expanded trade - São Paulo - Index, 21925 - Industrial production (2012 = 100) - General - Sao Paulo - Index, 28311 - Index formal employment - Sao Paulo - Index, 7427 - Salaried employed persons (Jan / 2001 = 100) - Sao Paulo - Index, 10782 - Unemployment rate - Metropolitan region - Sao Paulo (in the week) -%, 12832 - Economically active population - Metropolitan area of Sao Paulo - Units (thousand ), 12835 - Employed population - Metropolitan Region of Sao Paulo - Units (thousand), 12839 - Unemployed population - Metropolitan Region of Sao Paulo - Units (thousand), 12841 - Average real effective income of employed persons - Metropolitan Region of Sao Paulo - R$, 12867 - Formal jobs generated - Sao Paulo - Units, 13024 - Extended National Consumer Price Index - monthly variation - Sao Paulo -%, 13025 - National Consumer Price Index - monthly variation - Sao Paulo -%, 1475 - Retail sales volume index - Total - Sao Paulo - Index, 1490 - Retail sales volume index - Fuels and lubricants - Sao Paulo - Index, "1503 - Retail sales volume index - Hypermarkets, supermarkets, food products, beverages and tobacco - Sao Paulo - Index "," 1516 - Retail sales volume index - Fabrics, clothing and footwear - Sao Paulo - Index ", 1529 - Retail sales volume index - Furniture and household appliances - Sao Paulo - Index , "1555 - Retail sales volume index - Cars, motorcycles, parts and pieces - Sao Paulo - Index", 1568 - Retail sales volume index - Hypermarkets and supermarkets - Sao Paulo - Index, 28035 - PMS - Service volume index - Total - Sao Paulo - seasonally adjusted - Index, Total evolution of job terminations, Total evolution of job admissions, Nominal Sales - retail - seasonally adjusted index 2014, Real sales - retail - seasonally adjusted index 2014, 25394 - Regional Economic Activity Index - Sao Paulo - seasonally adjusted - Index, Consumption - electricity - Southeast Region (SE) - amount. - GWh - Eletrobras - ELETRO12_CEESE12 -, Table 6588 - Planted Area (Hectare), Table 6588 - Harvested Area (Hectare), Sugar spot price R $ (CEPEA / ESALQ crystal sugar indicator - Sao Paulo), Sugar spot price USD (CEPEA / ESALQ Crystal Sugar Indicator - Sao Paulo), Arabica Coffee Indicator CEPEA / ESALQ R$, Arabica Coffee Indicator CEPEA / ESALQ USD , Chicken CEPEA / ESALQ Frozen Chicken Prices - SP State, Fat Cattle CEPEA Indicator / B3
7/1/1994,1328105,1266486,61619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"954,254","76,279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,737",0,0,0,0,0,0,0,0
8/1/1994,1480315,1389311,91005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,123,629","81,066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,028",0,0,0,0,0,0,0,0
9/1/1994,1417583,1297895,119688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,194,749","83,873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,842",0,0,0,0,0,0,0,0
10/1/1994,1250484,1319534,69050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,297,753","86,420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,695",0,0,0,0,0,0,0,0
11/1/1994,1239588,1635351,395763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,273,255","98,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,626",0,0,0,0,0,0,0,0
12/1/1994,1294969,2060312,765343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,476,743","103,208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,552",0,0,0,0,0,0,0,0
1/1/1995,964734,1507691,542957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,433,177","114,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,876",0,0,0,0,0,0,0,0
2/1/1995,1023669,1700393,676724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,167,793","125,283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,914",0,0,0,0,0,0,0,0
3/1/1995,1344494,2139491,794998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,592,836","101,335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,659",0,0,0,0,0,0,0,0
4/1/1995,1085495,1863759,778264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,557,338","113,667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,243",0,0,0,0,0,0,0,0
5/1/1995,1441133,2226134,785001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,503,926","116,379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,660",0,0,0,0,0,0,0,0
6/1/1995,1314540,2193667,879126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,487,738","148,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,737",0,0,0,0,0,0,0,0
7/1/1995,1361730,2007981,646251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,508,352","122,536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,792",0,0,0,0,0,0,0,0
8/1/1995,1659858,2103437,443579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,459,747","110,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,777",0,0,0,0,0,0,0,0
9/1/1995,1557060,1835220,278160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,495,585","110,970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,575",0,0,0,0,0,0,0,0
10/1/1995,1535335,2002040,466704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,541,752","114,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,981",0,0,0,0,0,0,0,0
11/1/1995,1352023,2133480,781458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,567,917","117,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,525",0,0,0,0,0,0,0,0
12/1/1995,1327619,1981139,653520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,847,627","121,548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,987",0,0,0,0,0,0,0,0
1/1/1996,1012756,1727880,715124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,757,853","127,862",0,0,0,0,0,0,"1,290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,922",1.41,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,898",0,0,0,0,0,0,0,0
2/1/1996,1187461,1678947,491486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,545,904","130,215",0,0,0,0,0,0,"1,298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,134",0.83,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,372",0,0,0,0,0,0,0,0
3/1/1996,1203897,1837999,634102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,595,834","117,713",0,0,0,0,0,0,"1,386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,915",0.39,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,184",0,0,0,0,0,0,0,0
4/1/1996,1381661,2078125,696465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,743,334","189,887",0,0,0,0,0,0,"1,351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,644",1.77,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,618",0,0,0,0,0,0,0,0
5/1/1996,1445875,2113505,667630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,787,119","129,424",0,0,0,0,0,0,"1,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,386",1.18,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,461",0,0,0,0,0,0,0,0
6/1/1996,1297078,2041691,744613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,767,125","124,913",0,0,0,0,0,0,"1,438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,059",1.6,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,617",0,0,0,0,0,0,0,0
7/1/1996,1590869,2295243,704375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,825,851","129,588",0,0,0,0,0,0,"1,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,355",1.38,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,059",0,0,0,0,0,0,0,0
8/1/1996,1540728,2273904,733176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,824,992","120,966",0,0,0,0,0,0,"1,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,097",0.44,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,114",0,0,0,0,0,0,0,0
9/1/1996,1509817,2275805,765988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,834,722","127,759",0,0,0,0,0,0,"1,154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,090",0.32,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,989",0,0,0,0,0,0,0,0
10/1/1996,1552408,2603966,1051557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,873,471","120,560",0,0,0,0,0,0,"1,159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,209",0.47,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,927",0,0,0,0,0,0,0,0
11/1/1996,1405570,2176376,770806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,924,430","128,745",0,0,0,0,0,0,"1,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,917",0.36,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,050",0,0,0,0,0,0,0,0
12/1/1996,1447173,2603692,1156519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,949,729","169,258",0,0,0,0,0,0,"1,219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,981",0.44,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,798",0,0,0,0,0,0,0,0
1/1/1997,1212358,1316020,103662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000,899","180,783","7,659","900,550","595,489","146,199","249,729","101,273","1,223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,710",1.5,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,149",0,0,0,0,0,0,0,0
2/1/1997,1139693,1945950,806256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,855,099","141,955","7,885","876,642","504,574","129,864","251,672","84,462","1,197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,768",0.6,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,216",0,0,0,0,0,0,0,0
3/1/1997,1278331,2382919,1104588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,733,534","129,543","7,540","826,150","473,433","123,533","212,227","90,651","1,320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,354",0.56,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,768",0,0,0,0,0,0,0,0
4/1/1997,1431809,2476479,1044670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,971,822","157,901","8,029","909,010","517,408","148,620","247,072","141,683","1,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,828",0.84,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,040",0,0,0,0,0,0,0,0
5/1/1997,1439844,2227813,787968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,909,576","160,308","7,559","918,188","526,762","130,195","215,130","111,742","1,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,749",0.49,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,395",0,0,0,0,0,0,0,0
6/1/1997,1523682,2476333,952651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,989,799","130,467","8,196","942,794","536,418","157,406","232,835","112,150","1,443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,040",0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,096",0,0,0,0,0,0,0,0
7/1/1997,1649841,2812853,1163012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,013,892","137,314","10,531","964,234","548,828","152,760","227,328","110,211","1,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,148",0.24,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,093",0,0,0,0,0,0,0,0
8/1/1997,1739804,2627612,887807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,969,044","144,057","7,526","926,042","546,473","153,538","235,669","99,796","1,208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,705",0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,654",0,0,0,0,0,0,0,0
9/1/1997,1665125,2584700,919575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,005,189","148,765","8,138","967,805","566,877","157,727","235,321","69,321","1,162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,091",0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,656",0,0,0,0,0,0,0,0
10/1/1997,1840152,2767312,927159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,086,363","152,017","10,490","1,017,961","587,802","157,831","230,290","81,989","1,170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,624",0.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,869",0,0,0,0,0,0,0,0
11/1/1997,1474453,2470488,996034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,001,739","165,880","7,781","969,249","562,491","157,616","241,944","62,658","1,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,196",0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,231",0,0,0,0,0,0,0,0
12/1/1997,1699623,2437479,737856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,982,107","307,760","7,202","940,824","542,940","159,178","264,633","67,331","1,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164,536",0.22,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,513",0,0,0,0,0,0,0,0
1/1/1998,1178054,2198087,1020032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,962,551","211,339","7,172","885,788","588,673","157,620","273,843","49,455","1,158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,583",0.43,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,099",0,0,0,0,0,0,0,0
2/1/1998,1355358,1902434,547076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,768,546","190,907","7,054","792,809","509,513","151,893","258,859","48,418","1,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,839",0.59,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,559",0,0,0,0,0,0,0,0
3/1/1998,1521525,2533230,1011705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,868,608","166,386","7,401","863,403","540,061","160,061","227,948","69,734","1,291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,533",0.1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,347",0,0,0,0,0,0,0,0
4/1/1998,1549309,2271828,722519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,944,357","203,564","6,951","935,762","539,566","146,485","256,252","59,341","1,133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,474",0.09,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,114",0,0,0,0,0,0,0,0
5/1/1998,1530452,2294685,764234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,960,672","184,445","9,329","912,623","564,709","147,921","276,362","49,728","1,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,601",0.46,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,849",0,0,0,0,0,0,0,0
6/1/1998,1749793,2283074,533281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,251,054","139,747","8,781","1,128,325","587,749","173,887","267,381","84,931","1,286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,896",0.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,229",0,0,0,0,0,0,0,0
7/1/1998,1689139,2633793,944653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,940,953","146,095","5,794","905,325","561,491","152,263","264,406","51,674","1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,023",0.13,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,446",0,0,0,0,0,0,0,0
8/1/1998,1513163,1878974,365811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,841,054","178,624","6,253","843,514","527,037","157,592","251,115","55,543","1,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0.47,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,101",0,0,0,0,0,0,0,0
9/1/1998,1661077,2758579,1097502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,003,855","175,208","13,535","961,843","553,006","167,357","260,740","47,374","1,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,543",0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,224",0,0,0,0,0,0,0,0
10/1/1998,1518371,2629914,1111543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,923,441","153,032","7,484","886,032","565,809","158,402","256,432","49,282",982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,055",0.06,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,133",0,0,0,0,0,0,0,0
11/1/1998,1452682,2382304,929622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,914,150","161,871","7,697","866,984","551,389","173,337","271,755","42,988",999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,453",0.21,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,961",0,0,0,0,0,0,0,0
12/1/1998,1507136,2182466,675330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,940,123","169,358","7,793","886,831","560,001","141,596","274,188","69,714","1,109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"216,391",0.23,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,509",0,0,0,0,0,0,0,0
1/1/1999,1042531,1723478,680947,0,0,0,0,0,0,0,0,0,383.83,363.89,0,0,0,0,"1,988,985","366,637","8,108","892,453","616,393","159,204","271,782","41,045","1,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,897",0.91,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,689",0,0,0,0,0,0,0,0
2/1/1999,1153528,1533798,380271,0,0,0,0,0,0,0,0,0,386.05,365.92,0,0,0,0,"1,865,640","254,185","6,788","840,908","551,178","163,906","258,613","44,247","1,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,565",0.84,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,409",0,0,0,0,0,0,0,0
3/1/1999,1434108,1901000,466892,0,0,0,0,0,0,0,0,0,389.35,369.14,0,0,0,0,"1,907,925","411,341","8,300","894,907","561,426","148,041","237,066","58,185","1,192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,500",0.97,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,636",0,0,0,0,0,0,0,0
4/1/1999,1291129,1772094,480965,0,0,0,0,0,0,0,0,0,391.75,371.51,0,0,0,0,"2,030,217","289,952","5,962","940,270","587,171","163,683","283,607","49,524","1,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,278",0.35,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,678",0,0,0,0,0,0,0,0
5/1/1999,1453750,1873909,420159,0,0,0,0,0,0,0,0,0,401.71,380.89,0,0,0,0,"1,945,597","302,106","5,791","896,545","540,751","164,151","290,588","47,771","1,247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,374",0.27,0.01,0,0,0,0,0,0,0,0,"199,985","242,359",0,0,0,"13,711",0,0,0,0,0,0,0,0
6/1/1999,1567591,2149510,581918,0,0,0,0,0,0,0,0,0,404.24,383.34,0,0,0,0,"2,080,031","240,989","6,891","929,755","609,169","168,713","309,267","56,236","1,162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,737",0.12,0.02,0,0,0,0,0,0,0,0,"214,043","230,780",0,0,0,"13,902",0,0,0,0,0,0,0,0
7/1/1999,1471651,1937605,465954,0,0,0,0,0,0,0,0,0,403.71,382.98,0,0,0,0,"2,113,881","443,136","5,950","951,339","605,658","161,929","329,939","59,066","1,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,568",0.81,0.48,0,0,0,0,0,0,0,0,"212,995","220,563",0,0,0,"13,787",0,0,0,0,0,0,0,0
8/1/1999,1613692,2080044,466352,0,0,0,0,0,0,0,0,0,405.63,384.86,0,0,0,0,"2,211,606","274,082","8,846","978,402","631,465","183,890","357,036","51,967","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,401",0.61,0.76,0,0,0,0,0,0,0,0,"217,666","224,067",0,0,0,"14,129",0,0,0,0,0,0,0,0
9/1/1999,1607216,2005344,398128,0,0,0,0,0,0,0,0,0,407.85,387.08,0,0,0,0,"2,262,341","262,833","6,595","990,763","637,673","192,858","380,239","54,213",855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,666",0.36,0.54,0,0,0,0,0,0,0,0,"220,093","218,427",0,0,0,"14,362",0,0,0,0,0,0,0,0
